Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms),Walking duration (ms),Running duration (ms),Light sleeping duration (ms),Deep sleeping duration (ms),Awake mid-sleeping duration (ms)
00:00:00.000Z,00:15:00.000Z,17.88541603088379,16.939313984168866,,,,,,,,,,,,,,,240000,660000,
00:15:00.000Z,00:30:00.000Z,17.885415681203206,16.939313984168866,,,,,,,,,,,,,,,660000,240000,
00:30:00.000Z,00:45:00.000Z,17.88541575634118,16.939313984168866,,,,,,,,,,,,,,,780000,120000,
00:45:00.000Z,01:00:00.000Z,17.88541707125577,16.939313984168866,,,,,,,,,,,,,,,,900000,
01:00:00.000Z,01:15:00.000Z,17.88541707125577,16.939313984168866,,,,,,,,,,,,,,,600000,300000,
01:15:00.000Z,01:30:00.000Z,17.885416100241923,16.939313984168866,,,,,,,,,,,,,,,60000,840000,
01:30:00.000Z,01:45:00.000Z,17.88541614825909,16.939313984168866,,,,,,,,,,,,,,,240000,660000,
01:45:00.000Z,02:00:00.000Z,17.885416471041168,16.939313984168866,,,,,,,,,,,,,,,900000,,
02:00:00.000Z,02:15:00.000Z,17.885416471041168,16.939313984168866,0.2970466,32.6093425,0.2970466,32.6093425,,,,,,,,,,,900000,,
02:15:00.000Z,02:30:00.000Z,17.885416779923535,16.939313984168866,,,,,,,,,,,,,,,300000,600000,
02:30:00.000Z,02:45:00.000Z,17.885416572972346,16.939313984168866,,,,,,,,,,,,,,,360000,540000,
02:45:00.000Z,03:00:00.000Z,17.88541603088379,16.939313984168866,,,,,,,,,,,,,,,900000,,
03:00:00.000Z,03:15:00.000Z,17.88541603088379,16.939313984168866,,,,,,,,,,,,,,,900000,,
03:15:00.000Z,03:30:00.000Z,17.88541603088379,16.939313984168866,,,,,0.018821459263563156,0.018821459263563156,0.018821459263563156,,,,,,,,900000,,
03:30:00.000Z,03:45:00.000Z,17.88541592684659,16.939313984168866,,,,,,,,,,,,,,,900000,,
03:45:00.000Z,04:00:00.000Z,17.885415770790793,16.939313984168866,,,,,,,,,,,,,,,900000,,
04:00:00.000Z,04:15:00.000Z,17.885415770790793,16.939313984168866,,,,,,,,,,,,,,,900000,,
