Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms),Walking duration (ms),Running duration (ms),Light sleeping duration (ms),Deep sleeping duration (ms),Awake mid-sleeping duration (ms)
00:00:00.000Z,00:15:00.000Z,17.885416889190672,0.38961038961038963,,,,,4.3290044413879514E-4,4.3290044413879514E-4,4.3290044413879514E-4,,,,,,,,720000,180000,
00:15:00.000Z,00:30:00.000Z,17.885415744781493,0.38961038961038963,,,,,,,,,,,,,,,360000,540000,
00:30:00.000Z,00:45:00.000Z,17.88541603088379,0.38961038961038963,,,,,,,,,,,,,,,900000,,
00:45:00.000Z,01:00:00.000Z,17.88541603088379,0.38961038961038963,,,,,,,,,,,,,,,900000,,
01:00:00.000Z,01:15:00.000Z,17.88541603088379,0.38961038961038963,,,,,,,,,,,,,,,900000,,
01:15:00.000Z,01:30:00.000Z,17.885416569429285,0.38961038961038963,,,,,,,,,,,,,,,900000,,
01:30:00.000Z,01:45:00.000Z,17.885416509590897,0.38961038961038963,,,,,,,,0,,,,240000,,,660000,,
01:45:00.000Z,02:00:00.000Z,17.885414123535156,0.38961038961038963,,,,,,,,1,,,,900000,,,,,
02:00:00.000Z,02:15:00.000Z,17.885414123535156,0.38961038961038963,,,,,,,,1,,,,900000,,,,,
02:15:00.000Z,02:30:00.000Z,17.885414123535156,0.38961038961038963,,,,,,,,1,,,,900000,,,,,
02:30:00.000Z,02:45:00.000Z,17.885414366791213,0.38961038961038963,,,,,,,,1,,,,900000,,,,,
02:45:00.000Z,03:00:00.000Z,17.88541503574537,0.38961038961038963,,,,,,,,1,,,,900000,,,,,
03:00:00.000Z,03:15:00.000Z,17.88541503574537,0.38961038961038963,,,,,,,,1,,,,900000,,,,,
03:15:00.000Z,03:30:00.000Z,29.888330998628035,19.285714285714285,,,,,,,,29,,,,720000,180000,,,,
03:30:00.000Z,03:45:00.000Z,77.89999485015869,95.0,,,,,0.10555555671453476,0.10555555671453476,0.10555555671453476,138,,,,,900000,,,,
03:45:00.000Z,04:00:00.000Z,41.89124755859375,38.0,,,,,0.0,0.0,0.0,55,,,,540000,360000,,,,
04:00:00.000Z,04:15:00.000Z,77.93920589023166,1675.2306851277501,0.3068567,32.6092417,0.3206313,32.6185435,6.387718447477324,11.523086547851562,0.06574074178934097,81,,,,60000,840000,,,,
04:15:00.000Z,04:30:00.000Z,67.05142246770579,577.7663159680718,0.3204893,32.6117008,0.327905,32.618665,1.2676195510210986,3.183333158493042,0.28478533029556274,650,,,,,720000,,,,
04:30:00.000Z,04:45:00.000Z,70.14238020438897,437.9685194959139,0.3416732,32.615053,0.3416732,32.615053,0.8633266687393188,1.1222673654556274,0.6043859720230103,593,,,,116336,783664,,,,
04:45:00.000Z,05:00:00.000Z,17.88541603088379,23.6,0.3529374,32.6144834,0.3529374,32.6144834,,,,31,,,,900000,,,,,
05:00:00.000Z,05:15:00.000Z,17.88541603088379,23.6,,,,,,,,31,,,,900000,,,,,
05:15:00.000Z,05:30:00.000Z,17.88541603088379,23.6,,,,,0.026222221553325653,0.026222221553325653,0.026222221553325653,31,,,,900000,,,,,
05:30:00.000Z,05:45:00.000Z,17.885416170436883,23.6,,,,,,,,31,,,,900000,,,,,
05:45:00.000Z,06:00:00.000Z,36.000694869678476,26.53217391304348,,,,,,,,36,,,,780000,,120000,,,
06:00:00.000Z,06:15:00.000Z,153.75,57.391304347826086,,,,,0.06376811861991882,0.06376811861991882,0.06376811861991882,83,,,,,,900000,,,
06:15:00.000Z,06:30:00.000Z,72.23124972806097,28.653938713300175,,,,,,,,41,,,,540000,,360000,,,
06:30:00.000Z,06:45:00.000Z,17.885416213434947,10.682656826568266,,,,,,,,15,,,,900000,,,,,
06:45:00.000Z,07:00:00.000Z,17.885416213434947,10.682656826568266,,,,,,,,15,,,,900000,,,,,
07:00:00.000Z,07:15:00.000Z,17.885416213434947,10.682656826568266,0.3529309,32.6144414,0.3529309,32.6144414,,,,15,,,,900000,,,,,
07:15:00.000Z,07:30:00.000Z,17.885416306889006,10.682656826568266,0.3529404,32.6144757,0.3529404,32.6144757,,,,15,,,,497958,,,,,
07:30:00.000Z,07:45:00.000Z,17.88541603088379,10.682656826568266,,,,,,,,15,,,,900000,,,,,
07:45:00.000Z,08:00:00.000Z,17.88541603088379,10.682656826568266,,,,,,,,15,,,,900000,,,,,
08:00:00.000Z,08:15:00.000Z,17.88541603088379,10.682656826568266,,,,,,,,15,,,,900000,,,,,
08:15:00.000Z,08:30:00.000Z,17.88541603088379,10.682656826568266,,,,,,,,15,,,,900000,,,,,
08:30:00.000Z,08:45:00.000Z,17.88541603088379,10.682656826568266,,,,,0.01186961866915226,0.01186961866915226,0.01186961866915226,15,,,,900000,,,,,
08:45:00.000Z,09:00:00.000Z,17.88541603088379,10.682656826568266,,,,,,,,15,,,,900000,,,,,
09:00:00.000Z,09:15:00.000Z,17.88541603088379,10.682656826568266,,,,,,,,15,,,,900000,,,,,
09:15:00.000Z,09:30:00.000Z,17.885416301943046,10.682656826568266,,,,,,,,15,,,,900000,,,,,
09:30:00.000Z,09:45:00.000Z,17.885416682249335,10.682656826568266,,,,,,,,15,,,,900000,,,,,
09:45:00.000Z,10:00:00.000Z,17.885416682249335,10.682656826568266,,,,,,,,15,,,,900000,,,,,
10:00:00.000Z,10:15:00.000Z,17.885416682249335,10.682656826568266,,,,,,,,15,,,,900000,,,,,
10:15:00.000Z,10:30:00.000Z,21.552772880523182,10.682656826568266,,,,,,,,14,,,,845003,54997,,,,
10:30:00.000Z,10:45:00.000Z,17.885416213284405,10.682656826568266,0.3529499,32.6146539,0.3530244,32.6148307,,,,15,,,,900000,,,,,
10:45:00.000Z,11:00:00.000Z,33.88930639845042,192.21593549268826,0.3529298,32.6144502,0.3529921,32.6147015,0.7624999284744263,0.7624999284744263,0.7624999284744263,268,,,,602641,240000,,,,
11:00:00.000Z,11:15:00.000Z,17.88541631156927,52.77777777777778,,,,,,,,67,,,,900000,,,,,
11:15:00.000Z,11:30:00.000Z,17.88541631156927,52.77777777777778,,,,,0.05864197388291359,0.05864197388291359,0.05864197388291359,67,,,,900000,,,,,
11:30:00.000Z,11:45:00.000Z,17.88541631156927,52.77777777777778,,,,,,,,67,,,,900000,,,,,
11:45:00.000Z,12:00:00.000Z,37.890276082139025,186.14814814814815,0.3529611,32.6145109,0.3622305,32.6206368,0.5266666412353516,0.5266666412353516,0.5266666412353516,284,,,,348095,300000,,,,
12:00:00.000Z,12:15:00.000Z,17.885416021528073,0.0,,,,,0.0,0.0,0.0,2,,,,676178,,,,,
12:15:00.000Z,12:30:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,,,,
12:30:00.000Z,12:45:00.000Z,17.88541603088379,,0.3621061,32.6205905,0.3621061,32.6205905,,,,,,,,900000,,,,,
12:45:00.000Z,13:00:00.000Z,17.88541603088379,,0.3622305,32.6206368,0.3622305,32.6206368,,,,,,,,900000,,,,,
13:00:00.000Z,13:15:00.000Z,17.885416973072953,,,,,,,,,1,,,,900000,,,,,
13:15:00.000Z,13:30:00.000Z,17.885417284947433,,,,,,,,,16,,,,900000,,,,,
13:30:00.000Z,13:45:00.000Z,30.678658498349083,69.49761199951172,0.3622305,32.6206368,0.3629476,32.6215595,0.7106245109151154,1.020188570022583,0.3386419713497162,147,,,,575996,191852,,,,
13:45:00.000Z,14:00:00.000Z,31.121899465920574,158.38461875915527,0.3529409,32.6144795,0.3529409,32.6144795,0.8611470293250687,1.1354663372039795,0.6183264851570129,284,,,,581122,198499,,,,
